場所名稱,場所區域,場所地址,場所LAT,場所LNG,AED放置地點,AED地點描述,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,管理員姓名,連絡電話,開放時間緊急連絡電話,管理員AED訓練,AED廠牌,AED型號,AED序號,AED廠牌照片,AED場所位置照片1,AED場所位置照片2,AED場所位置照片3,AED場所位置照片4,AED場所位置照片5,AED場所位置照片6,AED場所位置照片7
金門縣烈嶼鄉卓環國小,烈嶼鎮,烈嶼鄉西路23號,25.054159,121.563862,校長室外側走廊,校長室外側走廊.靠6年級教室,,,,,,,開放空間,翁若瑋,082-362124轉25,082-362124-20,N,PHILIPS,FRX,B16B-01021,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E5%8D%93%E7%92%B0%E5%9C%8B%E5%B0%8F/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E5%8D%93%E7%92%B0%E5%9C%8B%E5%B0%8F/2.JPG?raw=true,,,,,
金門縣金湖鎮正義國民小學,金湖鎮,正義里成功129號,24.438474,118.384178,教學大樓穿堂,教學大樓穿堂左側 在兩個布告欄之間,07:30,17:00,08:00,16:00,08:00,16:00,周末校內只有保全,王立梅,082-332734*13,082-332734,Y,PHILIPS,FRX,B16B-01005,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%AD%A3%E7%BE%A9%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%AD%A3%E7%BE%A9%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%AD%A3%E7%BE%A9%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%AD%A3%E7%BE%A9%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/4.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E9%8E%AE%E6%AD%A3%E7%BE%A9%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/5.jpg?raw=true,,
金門縣金城鎮中正國小,金城鎮,珠浦北路38號,24.411400,118.316971,金門縣金城鎮中正國小,辦公室旁文化走廊,09:00,05:00,,,,,,陳曉菁,0905137189,082-325645*76,Y,PHILIPS,FRX,B16B-00387,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E9%8E%AE%E4%B8%AD%E6%AD%A3%E5%9C%8B%E5%B0%8F/1.jpg?raw=true,,,,,,
金門縣立烈嶼國民中學,烈嶼鎮,后井38號,24.430293,118.241669,教學大樓一樓走廊,地點位於教學大樓一樓，701教室門外走廊，廁所與樓梯口旁。,08:00,17:00,,,,,上班時間開放，六日不開放,王昭琪,0919149031,082-362425,Y,PHILIPS,FRX,B16B-01048,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E7%83%88%E5%B6%BC%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E7%83%88%E5%B6%BC%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%AD%B8/2.JPG?raw=true,,,,,
國立金門大學金沙校區,金沙鎮,沙美220號,24.499812,118.403944,國立金門大學金沙宿舍,國立金門大學金沙宿舍大廳,08:00,07:59,08:00,07:59,08:00,07:59,全天可使用,許竹君,082-313341,全天,Y,PHILIPS,HS1,A16C-02179,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%E9%87%91%E6%B2%99%E6%A0%A1%E5%8D%80/1.jpg?raw=true,,,,,,
金門縣烈嶼鄉上岐國民小學,烈嶼鎮,青岐123號,24.414830,118.228914,校園中間穿堂,前棟大樓穿堂,00:00,23:59,00:00,23:59,00:00,23:59,需要時全年開放取用,邱凱培,082-362409#15,082-362409,Y,PHILIPS,FRX,B16B-01107,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E4%B8%8A%E5%B2%90%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%83%88%E5%B6%BC%E9%84%89%E4%B8%8A%E5%B2%90%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.jpg?raw=true,,,,,
金門縣立金沙國民中學,金沙鎮,金沙鎮國中路61號,24.491552,118.414269,學校川堂,學校1樓川堂電梯旁,,,,,,,全年度開放,盧淑芬,0912140835,082352560,Y,PHILIPS,FRX,B16B-01056,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E9%87%91%E6%B2%99%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%AD%B8/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E9%87%91%E6%B2%99%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%AD%B8/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E7%AB%8B%E9%87%91%E6%B2%99%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%AD%B8/3.jpg?raw=true,,,,
金門縣金寧國民中小學,金寧鎮,安美村安岐一號,24.457151,118.327560,健康中心,健康中心門口處,08:00,17:00,08:00,00:00,08:00,00:00,,諸葛宜憬,082325748*26,082325748,N,PHILIPS,HS1,A15D-02380,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/4.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%AF%A7%E5%9C%8B%E6%B0%91%E4%B8%AD%E5%B0%8F%E5%AD%B8/5.jpg?raw=true,,
家樂福金門店,金寧鎮,伯玉路二段223號,24.440561,118.338164,收銀線,"賣場入口左側,收銀線前方,服務中心右前方",08:00,22:30,08:00,22:30,08:00,22:30,,施惠捐,0976508799,082-312015,N,PHILIPS,HS1,A18D-00488,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%AE%B6%E6%A8%82%E7%A6%8F%E9%87%91%E9%96%80%E5%BA%97/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%AE%B6%E6%A8%82%E7%A6%8F%E9%87%91%E9%96%80%E5%BA%97/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%AE%B6%E6%A8%82%E7%A6%8F%E9%87%91%E9%96%80%E5%BA%97/3.jpg?raw=true,,,,
國立金門大學,金寧鎮,大學路1號,24.448146,118.322539,金門大學學生一舍(男宿),金門大學學生一舍(男宿),09:00,09:00,09:00,09:00,09:00,09:00,全天開放,許竹君,082-313341,082-313061,Y,PHILIPS,HS1,A16C-02325,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%20%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%E5%AD%B8%E7%94%9F%E4%B8%80%E8%88%8D(%E7%94%B7%E5%AE%BF)/20140922054714828.png?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%20%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%E5%AD%B8%E7%94%9F%E4%B8%80%E8%88%8D(%E7%94%B7%E5%AE%BF)/20181023105157687.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%20%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%E5%AD%B8%E7%94%9F%E4%B8%80%E8%88%8D(%E7%94%B7%E5%AE%BF)/20181023105209421.jpg?raw=true,,,,
國立金門大學,金寧鎮,大學路1號,24.448146,118.322539,金門大學學生二舍(女宿),金門大學學生二舍(女宿),10:00,10:00,10:00,10:00,10:00,10:00,全天開放,許竹君,082-313341,082-371771#2001,Y,PHILIPS,HS1,A16C-02373,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%20%E9%87%91%E9%96%80%E5%A4%A7%E5%AD%B8%E5%AD%B8%E7%94%9F%E4%BA%8C%E8%88%8D(%E5%A5%B3%E5%AE%BF)/1.jpg?raw=true,,,,,,
金門縣金城幼兒園,金城鎮,民生路38號,24.435061,118.319334,警衛室門口,警衛室門口,07:30,17:00,08:00,17:00,08:00,17:00,,王金汝,082-325648保建室,082-325648,Y,PHILIPS,FRX,B16B-01037,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E5%B9%BC%E5%85%92%E5%9C%92/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E5%9F%8E%E5%B9%BC%E5%85%92%E5%9C%92/2.JPG?raw=true,,,,,
金門縣金湖國民小學,金湖鎮,新市里林森路12號,24.441749,118.416257,國小大門進來後的穿堂,穿堂(幼稚園辦公室旁),,,,,,,目前都是開放民眾使用,黃秀珠,082-335977-307,082335977-102,Y,PHILIPS,FRX,B16B-01126,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E9%87%91%E6%B9%96%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8/2.JPG?raw=true,,,,,
古城國小,金城鎮,大古崗100號,24.401569,118.311896,走廊上,教室與辦公室走廊上的電梯旁,00:00,23:59,00:00,23:59,00:00,23:59,24小時全天開放,林劭庭,0937521850,082-325274,N,PHILIPS,FRX,B16B-01116,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%8F%A4%E5%9F%8E%E5%9C%8B%E5%B0%8F/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%8F%A4%E5%9F%8E%E5%9C%8B%E5%B0%8F/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%8F%A4%E5%9F%8E%E5%9C%8B%E5%B0%8F/3.jpg?raw=true,,,,
文化園區管理所,金沙鎮,金門縣金沙鎮文化路450巷52號,24.497810,118.402898,1樓及地下1樓,1樓及地下1樓,09:00,17:00,09:00,17:00,09:00,17:00,每星期一及除夕休館,李茂菘,082-351030,082-351030,N,PHILIPS,HS1,A15F-02084,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20HS1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80%E7%AE%A1%E7%90%86%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80%E7%AE%A1%E7%90%86%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80%E7%AE%A1%E7%90%86%E6%89%80/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E6%96%87%E5%8C%96%E5%9C%92%E5%8D%80%E7%AE%A1%E7%90%86%E6%89%80/4.jpg?raw=true,,,
金門縣金沙鎮述美國民小學,金沙鎮,西園里沙青路999號,24.513508,118.410988,辦公室前川堂,金門縣述美國小辦公室前川堂,08:00,16:00,,,,,,學務組長,082-352860#203,082352860,N,PHILIPS,FRX,B16B-01120,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,,,,,,,
金門縣林務所,金沙鎮,大洋里東山31號,24.462845,118.444439,金門縣林務所,行政大樓1樓大廳,08:00,17:30,,,,,六日不開放,陳筱媛,082352846,082352846,N,PHILIPS,FRX,B16J-06151,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9E%97%E5%8B%99%E6%89%80%E8%A1%8C%E6%94%BF%E5%A4%A7%E6%A8%931%E6%A8%93%E5%A4%A7%E5%BB%B3/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9E%97%E5%8B%99%E6%89%80%E8%A1%8C%E6%94%BF%E5%A4%A7%E6%A8%931%E6%A8%93%E5%A4%A7%E5%BB%B3/2.jpg?raw=true,,,,,
金門縣林務所,金沙鎮,大洋里東山31號,24.462845,118.444439,金門縣林務所,金門縣林務所遊客中心門外,08:00,17:30,,,,,,陳筱媛,082352846,082352846,N,PHILIPS,FRX,B16J-06110,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9E%97%E5%8B%99%E6%89%80%E9%81%8A%E5%AE%A2%E4%B8%AD%E5%BF%83%E9%96%80%E5%A4%96/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9E%97%E5%8B%99%E6%89%80%E9%81%8A%E5%AE%A2%E4%B8%AD%E5%BF%83%E9%96%80%E5%A4%96/2.jpg?raw=true,,,,,
金門縣林務所,金沙鎮,大洋里東山31號,24.462845,118.444439,金門縣林務所,金門縣林務所警衛室,08:00,17:30,,,,,,陳筱媛,082352846,082352846,N,PHILIPS,FRX,B16J-06167,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9E%97%E5%8B%99%E6%89%80%E8%AD%A6%E8%A1%9B%E5%AE%A4/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E6%9E%97%E5%8B%99%E6%89%80%E8%AD%A6%E8%A1%9B%E5%AE%A4/2.jpg?raw=true,,,,,
金門縣植物園,金湖鎮,太武山10號,24.454287,118.397526,金門縣植物園,金門縣植物園旅訊中心內,08:00,17:30,08:00,17:30,08:00,17:30,星期一休館,陳筱媛,082352846,082332420,N,PHILIPS,FRX,B16J-06153,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%A4%8D%E7%89%A9%E5%9C%92%E6%97%85%E8%A8%8A%E4%B8%AD%E5%BF%83%E5%85%A7/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%A4%8D%E7%89%A9%E5%9C%92%E6%97%85%E8%A8%8A%E4%B8%AD%E5%BF%83%E5%85%A7/2.jpg?raw=true,,,,,
金門縣植物園,金沙鎮,太武山10號,24.454287,118.397526,金門縣植物園,金門縣植物園老兵故事館內,08:00,17:30,08:00,17:30,08:00,17:30,星期一休館,陳筱媛,082352846,082332420,N,PHILIPS,FRX,B16J-06113,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/PHILIPS%20FRX.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%A4%8D%E7%89%A9%E5%9C%92%E8%80%81%E5%85%B5%E6%95%85%E4%BA%8B%E9%A4%A8%E5%85%A7/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%A4%8D%E7%89%A9%E5%9C%92%E8%80%81%E5%85%B5%E6%95%85%E4%BA%8B%E9%A4%A8%E5%85%A7/2.jpg?raw=true,,,,,
金酒公司實業股粉有限公司-金城廠,金城鎮,金門城68號,24.399434,118.304713,金酒公司實業股粉有限公司-金城廠,金酒公司金城廠大門入口左手邊員工福利社門口,08:00,17:30,08:00,17:30,08:00,17:30,,王淑珮,0928799510,082-326064,Y,NIHON KOHDEN,AED-2100K,08123,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/NIHON%20KOHDEN%20AED-2100K.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%85%92%E5%85%AC%E5%8F%B8%E5%AF%A6%E6%A5%AD%E8%82%A1%E7%B2%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-%E9%87%91%E5%9F%8E%E5%BB%A0/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%85%92%E5%85%AC%E5%8F%B8%E5%AF%A6%E6%A5%AD%E8%82%A1%E7%B2%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-%E9%87%91%E5%9F%8E%E5%BB%A0/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%85%92%E5%85%AC%E5%8F%B8%E5%AF%A6%E6%A5%AD%E8%82%A1%E7%B2%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-%E9%87%91%E5%9F%8E%E5%BB%A0/3.jpg?raw=true,,,,
